StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.41069302388563076590957443489769474451
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.41419940414549599759965113450593541984
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.46154215066116382580717647400161945278
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.47323085189987249424094656991700796006
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.47568441732781248348955985584852817738
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.55306612078818328291498091598933896103
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.59010050019979880028485903973067515817
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,1.2.826.0.1.3680043.8.498.48621946716071938384247453877155194432,1.2.826.0.1.3680043.8.498.59217676441248985349464147961143005770
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.12831551354419360058272257616866872191
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.12941311570197782800998602103292031399
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.13252796506184032710249699774389119048
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.13423787916474702145504680225710381970
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.17205920447454740223752858208596661272
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.21002383869095773039882025338272520560
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.21386321854808506232785522806724350888
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.23368368711790120160106675663702485361
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.28918531510927807857253400020255346018
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.32301121989824602613690989704927295611
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.32646906706859546908630011175654415657
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.35899629493347080188589521509650663422
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.38509052552387667294997572624137332640
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.40533294679939639399557458972580894845
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.42924635139926066721510313401658817323
1.2.826.0.1.3680043.8.498.10760847155803463653759690525160815826,1.2.826.0.1.3680043.8.498.37194922478966602983662524585374540365,1.2.826.0.1.3680043.8.498.43994790501403729877077943077775802068
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.13344678594232523058059691902432585377
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.18532589104296665241496945338248669518
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.18957313487208503122789529697029778696
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.32154454089030047102772581455190146354
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.36037616253446644432650433860826847395
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.40270022715563967580862082680294328990
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.42505753743848503543963946083463820229
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.45086396135696014629891714809351032927
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.46134744353877117485452404445983708368
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.51681658240504390176504092626334561044
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.52054310232822327691196202090554773459
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.52518040200451064506499976887734869970
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.54733167900253987535507606257174617903
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.60352982306433598260675226046866374740
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.61004070021940711243837601482197546747
1.2.826.0.1.3680043.8.498.25663557443141366332431300959089922567,1.2.826.0.1.3680043.8.498.35611592781124849086770360793700534578,1.2.826.0.1.3680043.8.498.62987260190557956944787012183484976314
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.11835929214464942979227536994190667357
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.12567841099985160668397900949905463332
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.12593049040332696252544699331050997649
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.20780530553321529032549464396095955047
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.21617178332872219514766171494330051564
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.23586843659814620408388527409078087204
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.37573319482471844562083559696708154259
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.41730414963171797863265890425859792069
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.47266972282063474577375458922557801986
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.52655869447593875253008992328382466687
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.57783455039942127306313290946925192533
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.62075759260186386918764606545831625387
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.64230297827655221898373756369778008731
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.70507463530926035182436381031549456362
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.74071612574838603923662211301529675626
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,1.2.826.0.1.3680043.8.498.84598434548080726955381343448453362304,1.2.826.0.1.3680043.8.498.79908239184870324950234370795812492293
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.12065883948884094398067268208677336069
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.12570604117209361442511960461632522816
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.13337818585796343936532999891556504882
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.38864514728958057942494628493577401101
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.39438122645490215640841807374624245863
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.45123623658274952851158314510488546473
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.45343148481564266293947652457020618944
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.51302812819101689481728808727839071802
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.53931247057890644256243383884549296411
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.58006721410521751882995301073981901771
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.58024875489010416145172199529833229277
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.62413831383633751117929041227194359594
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.62899474090334226108261349752869962274
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.64595487796530127261885992628518949035
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.70172911279409420297828727331956912796
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.30464654634310403073026464882168769693,1.2.826.0.1.3680043.8.498.71730188378031405551650717458703842758
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.12994963333617165075214694924690200018
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.13050834529721941595300687260764991839
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.13110515890605432130583537534112301867
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.28952115481898306045732333849590903793
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.34492174253242439077518270201841008489
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.36641774271432914171778391243968212235
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.39846235215227181460902093251879498382
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.43667957225772889184425196448429937115
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.47778095377764888154968742130024124770
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.49749759975225636281090856051883962760
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.51743742908149016868848864169199499647
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.58539891028903724025414810866479974249
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.59997721655073987519202602848105169685
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.69060060273913210055187501074547039014
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.69236448183758318792158647152248186787
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1.2.826.0.1.3680043.8.498.34702626251968425821470197105299943756,1.2.826.0.1.3680043.8.498.79177583401495700309146093209815325155
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.10936930545035326450086184716092529627
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.11100981740852685701047082915877141425
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.12524301034573009156170223666651962820
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.12669346143240371901827828723770572342
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.12775890750214685143988477899782740980
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.13190457219197878214954576229461608223
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.18979907885222759353686767767530116950
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.24870240131459362837112031240808891671
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.31607779697267427214910566779591496610
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.35854375227107690543114811738973591079
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.38212788223663363438602774630799829952
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.45763725493945807290953669435271470407
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.51435739680871742234551692275541988489
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.54964345444260165865627310867899149311
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.67291377694966604350292287983985667359
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.12637032086566882463752473570079927769,1.2.826.0.1.3680043.8.498.72657117586559575617303231793234897530
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.11597015915437980153209376634415313839
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.11657718953391029095312022166899225303
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.12413696765527601097987615842095704970
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.13251358189359873527501429829970101820
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.13258579818065439974517686191525603043
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.24103551310013516437897699477183570968
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.24979062157575263365130868688625626523
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.51870927688065916618384222823455618927
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.54642612580253679659028810645900849957
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.59606363040472193589396434678045719173
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.62327830643109320566426261308424743302
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.68235523975000339743042040198194924889
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.70664979272626641461585138425574342316
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.73509917771500981133572832603415075608
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.75955911129855509557186504281436971336
1.2.826.0.1.3680043.8.498.71157888664602228768823145752952837565,1.2.826.0.1.3680043.8.498.85623152661709205912770642467934562964,1.2.826.0.1.3680043.8.498.83245125285151607238703024698805649182
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.12729016817291136971917793552998415123
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.13652919037181594018479458185717405003
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.18146665607307132967522492915059724101
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.27698654871837058688205811392655161937
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.28086203438963533017533140612439145941
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.28225608750960287760614050904240978339
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.36247872804527206494979059099236375643
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.36751797205768004593696158456177754679
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.38582074744086000102187654280880962387
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.51586181741402619503261562230747341384
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.55420731407979618797566662094736023587
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.59401932879248614235733826228182862506
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.61147518550636732139299811436128547215
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.63713985385386448179744697749407499698
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.65355638552564043516990461936745565298
1.2.826.0.1.3680043.8.498.10096919689272424388113819845481617364,1.2.826.0.1.3680043.8.498.61868030571167897231542039755015811539,1.2.826.0.1.3680043.8.498.66791439721303725639096368047250888013
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.13339428843981832199783602185497497860
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.13349968304876839021658269239211249921
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.14415008334725795297328646911021889258
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.19708787665466691574550658787791801393
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.23193813650816262200050212626740782685
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.27293939301109274737639295819189806223
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.31840237275243798976474471484446864650
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.34570902550386880195005787877960210704
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.36763979637990392025099665253217192972
